x,y
5.36478956213104,0.6712642025727
5.67126740020206,-0.983979054647782
5.4762772121884,-2.30056124184462
5.4533522668621,2.81978672076484
7.26653098507457,1.75776225714399
7.86526086501194,-0.548253376874646
7.26342575395254,-1.90184166350726
9.50045689379113,-1.84310854019616
8.98894838927654,0.725383807692308
3.55908127943968,-1.13565242728753
0.765596515768409,-1.91577577106676
-1.26746489131083,-1.473602975834
-1.20953763746418,0.950775349536811
0.548570819165012,0.0813554758513748
-0.203457641518768,2.55330605956297
2.81771840163971,2.7351350375724
3.38509971063338,1.36225359013062
